Entry ID,Date start (dd),Date start (mm),Date start (yyyy),Season start,Date end (dd),Date end (mm),Date end (yyyy),Season end,Text,Reference,Country,NUTS1,NUTS2,NUTS3,Location,DPSIR,Sector,Water Company,Water Company 2018,WR typology,WR typology sub-category
66,1,1,1934,Winter,31,12,1934,Winter,"Low GW levels: First time no water in Kew well since 1914; lowest average annual water level at Compton, West Sussex (chalk well) for 50 years (1893-1942); In Warminster, 'For weeks the village had only two sources of supply; 2 wells. When these dried out, the villagers were reduced to catching every possbile drop of rainwater in a desparate attempt to carry them through...' (Warminster Gazette, 1934)",Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,England,"UKK, UKJ",,,,SIR,Water Resources,,,Supply,
67,1,1,1934,Winter,31,12,1934,Winter,"50 town councils and 9 county councils reported a shortage of water in 1933. Of the 9 county councils, shortages referred to 65 special water supply districts and 43 villages without publicly-owned supplies.",HC Deb 27 March 1934 vol 287 cc1783-4,England,,,,,I,Water Resources,,,"Supply, Demand",
68,22,2,1934,Winter,22,2,1934,Winter,"Water supplies in towns stand at about 50% of average for end of winter, however no exceptional difficulty of hardship in constant supply",HC Deb 22 February 1934 vol 286 cc525-603,England,,,,,SR,Water Resources,,,Supply,
69,27,3,1934,Spring,27,3,1934,Spring,Villages around Loch Katrine experiencing water shortage,HC Deb 27 March 1934 vol 287 cc1783-4,Scotland,UKM,UKM2,UKM27,Loch Katrine,I,Water Resources,,Scotland,"Supply, Demand",
70,22,6,1936,Summer,22,6,1936,Summer,"2350 parishes received a total of £7m to enhance rural water supplies after the 1933-34 drought. Loans to a value of £1.34m were given to 400 parishes. Urban supplies also ""improved where necessary""",HC Deb 22 June 1936 vol 313 cc1416-7 ,England,,,,,R,Water Resources,,,Supply,System
71,1,6,1947,Summer,30,11,1947,Autumn,"Water supply problems experienced at Longdendale reservoirs (supplying Manchester) in the north-west. ’Rainfall at Longendale from June to October 1947 inclusive was 9.44 inches, the lowest ever recorded for those 5 months since ...1855 … The combination of rainfall deficiency and excessive overdrawing quickly depleted reservoir stocks and an acute water shortage developed.’ Agreement was reached with River Etherow millowners for a reduction in weekly compensation water discharged into the river and urgent and sustained appeals were made for voluntary reductions in consumption, but with no appreciable success. By 1 November only 16 days supply was left and arrangements were made to curtail domestic (but not industrial) supply by cutting off mains services and installing 710 standpipes, located so that no consumer would have to carry water more than 400 yards. A drought order (13 November) and the 1950 Manchester Coporation Act provided for reductions in compensation flows and standpipes in subsequent droughts",Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,England,UKD,UKD3,UKD35,Longdendale reservoirs,SIR,Water Resources,,United Utilities,"Supply, Demand","Drought order, Publicity, Standpipes"
72,1,1,1959,Winter,31,12,1959,Winter,,"Taylor, V., Chappells, H., Medd, W. & Trentmann, F. (2009) Drought is normal: the socio-technical evolution of drought and water demand in England and Wales, 1893-2006, Journal of Historical Geography, 35, 568-591",England,,,,,IR,Water Resources,,,Supply,Drought order
73,1,1,1962,Winter,31,12,1964,Winter,"Parry et al (2010) indicates the meteorological drought of 1962-64 caused the design and construction of many of the major reservoirs in the UK, however this is not observed elsewhere in the literature, with the growth of the UK economy and rising water demand cited as the reason for reservoir construction (Pearce, 1982)","Durant, M. (2015) Description of groundwater droughts in the UK: 1890 to 2015. British Geological Survey Internal Report, OF/15/007. 52pp",England,,,,,R,Water Resources,,,Supply,System
74,1,5,1975,Summer,31,8,1976,Summer,Drought had major impact on private and public attitudes to water supply and resource management,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,United Kingdom,,,,,IR,Water Resources,,,"Supply, Demand",
75,1,5,1975,Summer,31,8,1976,Summer,"Many people in south-east Wales, north Devon and Cornwall had water rationing",Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,"England, Wales","UKL, UKK",,,,IR,Water Resources,,,Demand,Water rationing
76,6,8,1975,Summer,6,10,1975,Autumn,"DEPARTMENT OF THE ENVIRONMENT Notice is hereby given that the Department of the Environment for Northern Ireland in pursuance of the powers conferred by Article 36(1 )(c) of the Water and Sewerage Services (Northern Ireland) Order, 1973, has made an Order entitled the Water (Temporary Restrictions) (No. 2) Order (Northern Ireland) 1975 (S.R. 1975 No. 224). This Order restricts the use of water supplied by the Department in the areas described in the Schedule hereto for the purposes of watering gardens, bowling greens, golf links and playing fields or of washing motor vehicles, other than commercial vehicles used in the conveyance of foodstuffs, where such water is drawn through a hosepipe or similar apparatus, for a period of two months from 6th August, 1975. SCHEDULE The restrictions shall apply to the Local Government Districts of— Antrim Ballymena Ballymoney Coleraine Cookstown Lame Magherafelt Moyle Newtownabbey As referred to and (Boundaries) Order (N.I.) 1972 No. 131 (p, the entire district the entire district the entire district the entire district the entire district the entire district excluding the Ward of Islandmagee the entire district the entire district the Wards of Doagh, Ballynure, Ballyeaston and Ballyclare denned in the Local Government (Northern Ireland) 1972—S.R.&O. . 455). ","Recorded in The Gazette, issue 3180, 15 August 1975",Northern Ireland,UKN,"UKN0, UKN1","UKN06, UKN07, UKN08, UKN09, UKN10, UKN11, UKN12, UKN13, UKN14, UKN15, UKN16","Antrim, Ballymena, Ballymoney, Coleraine, Cookstown, Lame, Magherafelt, Moyle, Newtownabbey",IR,Water Resources,NI Water,Northern Ireland,Demand,Hosepipe ban
77,1,1,1976,Winter,31,12,1976,Winter,Water rationing in Jersey,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,England,UKZ,UKZZ,UKZZZ,Jersey,R,Water Resources,,,Demand,Water rationing
78,1,1,1976,Winter,31,12,1976,Winter,Save-water campaign,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,England,,,,,R,Water Resources,,,Demand,Publicity
79,1,1,1976,Winter,31,12,1976,Winter,Increased recycling of water in production processes,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,England,,,,,R,Water Resources,,,Supply,System
80,1,1,1976,Winter,31,12,1976,Winter,18 drought orders in North East Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKC, UKD, UKE, UKM, UKF","UKC1, UKC2, UKD1, UKE2, UKM9, UKD3, UKD4, UKE1, UKE3, UKE4, UKF1","UKC11, UKC12, UKC13, UKC14, UKC21, UKC22, UKC23, UKD12, UKE22, UKM91, UKC11, UKC12, UKC13, UKC14, UKD12, UKD37, UKD44, UKD45, UKD46, UKE11, UKE12, UKE13, UKE21, UKE22, UKE31, UKE32, UKE41, UKE42, UKE44, UKE45, UKF12, UKF13, UKF15",North East,R,Water Resources,,"Northumbrian Water, Yorkshire Water",Supply,Drought order
81,1,1,1976,Winter,31,12,1976,Winter,13 drought orders in Midlands Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKD, UKE, UKF, UKG, UKJ, UKK, UKL","UKD3, UKD6, UKE1, UKE3, UKE4, UKF1, UKF2, UKF3, UKG1, UKG2, UKG3, UKJ1, UKK1, UKL2","UKD35, UKD37, UKD62, UKE13, UKE31, UKE32, UKE44, UKF11, UKF12, UKF13, UKF14, UKF15, UKF16, UKF21, UKF22, UKF24, UKF25, UKF30, UKG13, UKG24, UKD62, UKF13, UKF22, UKF24, UKG11, UKG12, UKG13, UKG21, UKG22, UKG23, UKG24, UKG31, UKG32, UKG33, UKG36, UKG37, UKG38, UKG39, UKJ14, UKK12, UKK13, UKL21, UKL23, UKL24",Midlands,R,Water Resources,,"Severn Trent Water, South Staffordshire Water, Dwr Cymru Welsh Water",Supply,Drought order
82,1,1,1976,Winter,31,12,1976,Winter,15 drought orders in Anglian Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKF, UKH, UKI, UKJ, UKE, UKG","UKF2, UKF3, UKH1, UKH2, UKH3, UKI5, UKJ1, UKJ4, UKE1, UKE3, UKF1, UKG1","UKF24, UKF25, UKF30, UKH11, UKH12, UKH14, UKH15, UKH16, UKH17, UKH21, UKH23, UKH24, UKH25, UKH31, UKH32, UKH34, UKH35, UKH36, UKH37, UKI51, UKI52, UKJ12, UKJ13, UKJ41, UKJ43, UKE12, UKE13, UKE31, UKF15, UKF22, UKF24, UKF25, UKF30, UKG13, UKH11, UKH12, UKH16, UKH24, UKJ12, UKJ13, UKJ14",Anglian,R,Water Resources,,"Anglian Water, Essex & Suffolk Water, Affinity Water, Cambridge Water",Supply,Drought order
83,1,1,1976,Winter,31,12,1976,Winter,8 drought orders in Thames Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKH, UKI, UKJ, UKK, UKF, UKG","UKH1, UKH2, UKH3, UKI3, UKI4, UKI5, UKI7, UKJ1, UKJ2, UKI6, UKJ4, UKJ3, UKK1, UKK2, UKF2, UKG1","UKH12, UKH21, UKH23, UKH25, UKH32, UKH35, UKH36, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI43, UKI44, UKI45, UKI51, UKI52, UKI53, UKI54, UKI71, UKI72, UKI73, UKI74, UKI75, UKJ11, UKJ13, UKJ25, UKH32, UKH37, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI44, UKI45, UKI51, UKI52, UKI61, UKI62, UKI63, UKI75, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46, UKJ11, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ31, UKJ32, UKJ34, UKJ35, UKJ36, UKJ37, UKK15, UKK22, UKF24, UKG12, UKG13, UKH23, UKH25, UKI63, UKI74, UKI75, UKJ11, UKJ12, UKJ13, UKJ14, UKJ25, UKJ26, UKJ27, UKJ28, UKJ36, UKJ37, UKK12, UKK13, UKK14, UKK15",Thames,R,Water Resources,,"Thames Water, Southern Water, South East Water, Portsmouth Water, Bournemouth Water, Cholderton & District Water, Sutton & East Surrey Water",Supply,Drought order
84,1,1,1976,Winter,31,12,1976,Winter,4 drought orders in Southern Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKH, UKI, UKJ, UKK, UKF, UKG","UKH1, UKH2, UKH3, UKI3, UKI4, UKI5, UKI7, UKJ1, UKJ2, UKI6, UKJ4, UKJ3, UKK1, UKK2, UKF2, UKG1","UKH12, UKH21, UKH23, UKH25, UKH32, UKH35, UKH36, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI43, UKI44, UKI45, UKI51, UKI52, UKI53, UKI54, UKI71, UKI72, UKI73, UKI74, UKI75, UKJ11, UKJ13, UKJ25, UKH32, UKH37, UKI31, UKI32, UKI33, UKI34, UKI41, UKI42, UKI44, UKI45, UKI51, UKI52, UKI61, UKI62, UKI63, UKI75, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ41, UKJ43, UKJ44, UKJ45, UKJ46, UKJ11, UKJ21, UKJ22, UKJ25, UKJ26, UKJ27, UKJ28, UKJ31, UKJ32, UKJ34, UKJ35, UKJ36, UKJ37, UKK15, UKK22, UKF24, UKG12, UKG13, UKH23, UKH25, UKI63, UKI74, UKI75, UKJ11, UKJ12, UKJ13, UKJ14, UKJ25, UKJ26, UKJ27, UKJ28, UKJ36, UKJ37, UKK12, UKK13, UKK14, UKK15",Southern,R,Water Resources,,"Thames Water, Southern Water, South East Water, Portsmouth Water, Bournemouth Water, Cholderton & District Water, Sutton & East Surrey Water",Supply,Drought order
85,1,1,1976,Winter,31,12,1976,Winter,58 drought orders in South West Region,Defra (2011) Number of drought orders: 1976 to 2011,England,"UKK, UKJ, UKL","UKK2, UKK3, UKK4, UKJ1, UKJ3, UKK1, UKL2","UKK22, UKK23, UKK30, UKK41, UKK42, UKK43, UKJ11, UKJ14, UKJ36, UKK11, UKK12, UKK13, UKK14, UKK15, UKK21, UKK22, UKK23, UKK43, UKL21",South West,R,Water Resources,,"South West Water, Wessex Water, Bristol Water",Supply,Drought order
86,1,1,1976,Winter,31,12,1976,Winter,4 drought orders in Northern Ireland,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,Northern Ireland,UKN,UKN0,"UKN01, UKN02, UKN03, UKN04, UKN05",Northern Ireland,R,Water Resources,,Northern Ireland,Supply,Drought order
87,1,1,1976,Winter,31,12,1976,Winter,20 drought orders in Welsh Region,Defra (2011) Number of drought orders: 1976 to 2011,Wales,UKL,"UKL1, UKL2","UKL11, UKL12, UKL13, UKL14, UKL15, UKL16, UKL17, UKL18, UKL21, UKL22, UKL23, UKL24",Wales,R,Water Resources,,"Dwr Cymru Welsh Water, Severn Trent Water, Dee Valley Water",Supply,Drought order
88,1,1,1976,Winter,31,12,1976,Winter,48 million people affected by hosepipe bans,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,United Kingdom,,,,,R,Water Resources,,,Demand,Hosepipe ban
89,1,1,1976,Winter,31,12,1976,Winter,Water shortages in Northampton avoided by transferring supplies between reservoirs,Environment Agency (2006) The impact of climate change on severe droughts - Major droughts in England and Wales from 1800 and evidence of impact. SC040068/SR1,England,UKF,UKF2,UKF24,Northampton,R,Water Resources,,Anglian Water,Supply,System
